line,label
[INFO] Finished at: 2025-04-10T15:40:06+05:30,0
[INFO] Finished at: 2025-04-02T02:27:49+05:30,0
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/6.28/pkg-9.87.jar,0
[javac] File28.java:661: error: illegal start of type,1
[javac] File126.java:971: error: incompatible types: double cannot be converted to int,1
[INFO] Finished at: 2025-04-08T19:44:44+05:30,0
[javac] File68.java:196: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Finished at: 2025-04-16T18:25:51+05:30,0
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/2.81/pkg-14.64.jar,0
[javac] File271.java:20: error: cannot access class com.example.Helper,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/20.1/pkg-7.42.jar,0
[INFO] Total time:  6.415 s,0
[INFO] Finished at: 2025-04-08T17:00:52+05:30,0
[javac] File277.java:818: error: illegal start of type,1
[javac] File288.java:158: error: cannot access class com.example.Helper,1
[ERROR] Build failed with exit code 180,1
[javac] File319.java:354: error: cannot access class com.example.Helper,1
[INFO] Total time:  14.673 s,0
[ERROR] Build failed with exit code 18,1
[javac] File337.java:267: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File474.java:782: error: missing return statement,1
[INFO] Total time:  2.949 s,0
[INFO] Finished at: 2025-04-07T16:04:54+05:30,0
[INFO] Finished at: 2025-04-09T23:30:25+05:30,0
[javac] File43.java:336: error: cannot access class com.example.Helper,1
[javac] File35.java:142: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File21.java:551: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File439.java:3: error: cannot find symbol,1
[javac] File44.java:57: error: illegal start of type,1
[INFO] Finished at: 2025-04-09T22:51:08+05:30,0
[javac] File163.java:97: error: illegal start of type,1
[javac] File51.java:398: error: package org.unknown does not exist,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/18.70/pkg-9.18.jar,0
[javac] File434.java:268: error: package org.unknown does not exist,1
[javac] File346.java:771: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Total time:  1.839 s,0
[INFO] Total time:  10.826 s,0
[INFO] Total time:  5.316 s,0
[javac] File428.java:869: error: cannot access class com.example.Helper,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/11.33/pkg-7.15.jar,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/16.97/pkg-2.48.jar,0
[INFO] Finished at: 2025-04-08T01:47:21+05:30,0
[ERROR] Build failed with exit code 80,1
[javac] File117.java:382: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File164.java:915: error: package org.unknown does not exist,1
[INFO] Total time:  4.467 s,0
[javac] File449.java:960: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/20.30/pkg-7.81.jar,0
[javac] File97.java:652: error: illegal start of type,1
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/7.36/pkg-1.76.jar,0
[javac] File486.java:313: error: cannot access class com.example.Helper,1
[INFO] Finished at: 2025-04-08T02:49:59+05:30,0
[javac] File243.java:81: error: cannot access class com.example.Helper,1
[javac] File486.java:178: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File268.java:123: error: illegal start of type,1
[INFO] Finished at: 2025-04-11T02:57:16+05:30,0
[INFO] Finished at: 2025-04-13T13:07:52+05:30,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/2.55/pkg-20.67.jar,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/18.81/pkg-4.41.jar,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/2.45/pkg-4.88.jar,0
[javac] File125.java:165: error: illegal start of type,1
[INFO] Finished at: 2025-04-06T13:41:57+05:30,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/16.54/pkg-20.81.jar,0
[ERROR] Build failed with exit code 32,1
[INFO] Finished at: 2025-04-02T15:46:39+05:30,0
[INFO] Total time:  2.006 s,0
[javac] File173.java:807: error: missing return statement,1
[javac] File301.java:110: error: illegal start of type,1
[javac] File142.java:232: error: package org.unknown does not exist,1
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/20.52/pkg-16.99.jar,0
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/18.10/pkg-11.40.jar,0
[INFO] Total time:  18.968 s,0
[javac] File429.java:955: error: cannot access class com.example.Helper,1
[javac] File366.java:871: error: package org.unknown does not exist,1
[INFO] Total time:  5.686 s,0
[javac] File445.java:797: error: missing return statement,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/16.9/pkg-12.97.jar,0
[javac] File299.java:680: error: incompatible types: double cannot be converted to int,1
[INFO] Finished at: 2025-04-06T11:24:37+05:30,0
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/7.75/pkg-12.41.jar,0
[javac] File381.java:484: error: incompatible types: double cannot be converted to int,1
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/10.87/pkg-12.33.jar,0
[javac] File345.java:16: error: package org.unknown does not exist,1
[javac] File421.java:400: error: illegal start of type,1
[javac] File438.java:31: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File213.java:305: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File57.java:563: error: cannot access class com.example.Helper,1
[javac] File55.java:716: error: cannot find symbol,1
[javac] File424.java:362: error: illegal start of type,1
[INFO] Finished at: 2025-04-07T08:19:26+05:30,0
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/5.13/pkg-2.57.jar,0
[javac] File286.java:772: error: cannot find symbol,1
[INFO] Total time:  16.993 s,0
[INFO] Total time:  19.069 s,0
[INFO] Total time:  13.449 s,0
[javac] File330.java:729: error: cannot access class com.example.Helper,1
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/18.69/pkg-6.66.jar,0
[ERROR] Build failed with exit code 4,1
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/17.77/pkg-3.95.jar,0
[INFO] Finished at: 2025-04-02T06:24:46+05:30,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/15.27/pkg-18.91.jar,0
[ERROR] Build failed with exit code 147,1
[javac] File197.java:527: error: cannot find symbol,1
[INFO] Total time:  16.128 s,0
[javac] File155.java:285: error: package org.unknown does not exist,1
[javac] File498.java:86: error: unreported exception IOException must be caught or declared to be thrown,1
[ERROR] Build failed with exit code 168,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/2.40/pkg-14.17.jar,0
[INFO] Finished at: 2025-04-10T05:22:33+05:30,0
[INFO] Finished at: 2025-04-02T01:01:54+05:30,0
[INFO] Total time:  14.456 s,0
[INFO] Finished at: 2025-04-15T09:16:50+05:30,0
[javac] File236.java:69: error: illegal start of type,1
[javac] File447.java:822: error: incompatible types: double cannot be converted to int,1
[javac] File106.java:86: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File165.java:623: error: incompatible types: double cannot be converted to int,1
[javac] File392.java:564: error: cannot access class com.example.Helper,1
[ERROR] Build failed with exit code 99,1
[INFO] Total time:  6.376 s,0
[javac] File259.java:622: error: cannot access class com.example.Helper,1
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/5.93/pkg-9.19.jar,0
[javac] File47.java:223: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File109.java:889: error: cannot find symbol,1
[javac] File378.java:105: error: package org.unknown does not exist,1
[javac] File434.java:600: error: cannot access class com.example.Helper,1
[javac] File36.java:444: error: missing return statement,1
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/4.0/pkg-8.47.jar,0
[javac] File308.java:377: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File199.java:607: error: unreported exception IOException must be caught or declared to be thrown,1
[ERROR] Build failed with exit code 47,1
[javac] File318.java:418: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/13.27/pkg-10.41.jar,0
[javac] File410.java:372: error: package org.unknown does not exist,1
[javac] File44.java:510: error: incompatible types: double cannot be converted to int,1
[javac] File493.java:119: error: incompatible types: double cannot be converted to int,1
[javac] File371.java:607: error: illegal start of type,1
[javac] File181.java:922: error: missing return statement,1
[INFO] Total time:  19.333 s,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/2.43/pkg-14.78.jar,0
[javac] File342.java:837: error: package org.unknown does not exist,1
[INFO] Finished at: 2025-04-12T02:23:54+05:30,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/14.49/pkg-11.16.jar,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/9.16/pkg-9.27.jar,0
[ERROR] Build failed with exit code 138,1
[INFO] Total time:  0.622 s,0
[javac] File136.java:955: error: cannot access class com.example.Helper,1
[javac] File109.java:779: error: illegal start of type,1
[ERROR] package org.unknown does not exist,1
[javac] File245.java:858: error: package org.unknown does not exist,1
[javac] File430.java:970: error: illegal start of type,1
[INFO] Finished at: 2025-04-07T04:09:12+05:30,0
[javac] File135.java:730: error: package org.unknown does not exist,1
[INFO] Total time:  19.905 s,0
[javac] File266.java:617: error: missing return statement,1
[javac] File275.java:163: error: incompatible types: double cannot be converted to int,1
[INFO] Total time:  4.275 s,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/12.97/pkg-13.29.jar,0
[javac] File453.java:194: error: package org.unknown does not exist,1
[javac] File90.java:569: error: missing return statement,1
[javac] File417.java:225: error: cannot access class com.example.Helper,1
[INFO] Total time:  15.548 s,0
[javac] File235.java:418: error: package org.unknown does not exist,1
[javac] File138.java:355: error: illegal start of type,1
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/19.8/pkg-5.90.jar,0
[javac] File367.java:796: error: package org.unknown does not exist,1
[ERROR] Failed to execute goal org.eclipse.jetty:jetty-maven-plugin:9.4.0:run: unreported exception IOException must be caught or declared to be thrown,1
[javac] File239.java:144: error: package org.unknown does not exist,1
[INFO] Finished at: 2025-04-02T15:03:50+05:30,0
[INFO] Finished at: 2025-04-06T11:18:20+05:30,0
[javac] File351.java:29: error: incompatible types: double cannot be converted to int,1
[javac] File103.java:812: error: incompatible types: double cannot be converted to int,1
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/8.42/pkg-3.97.jar,0
[javac] File449.java:636: error: package org.unknown does not exist,1
[javac] File225.java:149: error: illegal start of type,1
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/16.0/pkg-2.79.jar,0
[INFO] Total time:  8.468 s,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/10.72/pkg-4.96.jar,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/16.81/pkg-12.90.jar,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/10.57/pkg-13.36.jar,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/20.66/pkg-2.52.jar,0
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/1.71/pkg-20.92.jar,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/4.62/pkg-2.94.jar,0
[INFO] Finished at: 2025-04-11T08:07:27+05:30,0
[INFO] Total time:  15.967 s,0
[javac] File448.java:182: error: missing return statement,1
[INFO] Total time:  2.867 s,0
[javac] File454.java:379: error: cannot find symbol,1
[ERROR] Build failed with exit code 67,1
[javac] File276.java:634: error: missing return statement,1
[INFO] Finished at: 2025-04-01T19:28:25+05:30,0
[javac] File425.java:22: error: cannot find symbol,1
[INFO] Finished at: 2025-04-02T15:19:20+05:30,0
[javac] File372.java:770: error: package org.unknown does not exist,1
[INFO] Total time:  15.125 s,0
[javac] File89.java:283: error: cannot access class com.example.Helper,1
[javac] File468.java:230: error: cannot find symbol,1
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/1.60/pkg-4.53.jar,0
[INFO] Finished at: 2025-04-17T18:00:58+05:30,0
[javac] File46.java:214: error: cannot access class com.example.Helper,1
[INFO] Total time:  17.978 s,0
[INFO] Total time:  9.537 s,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/3.11/pkg-6.2.jar,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/15.61/pkg-6.62.jar,0
[INFO] Total time:  6.859 s,0
[INFO] Total time:  13.176 s,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/10.33/pkg-1.89.jar,0
[INFO] Total time:  10.429 s,0
[ERROR] Build failed with exit code 157,1
[INFO] Total time:  6.219 s,0
[javac] File369.java:208: error: incompatible types: double cannot be converted to int,1
[javac] File10.java:700: error: missing return statement,1
[INFO] Total time:  2.965 s,0
[INFO] Finished at: 2025-04-15T05:30:12+05:30,0
[javac] File406.java:868: error: missing return statement,1
[INFO] Finished at: 2025-04-11T16:56:26+05:30,0
[INFO] Finished at: 2025-04-11T06:09:27+05:30,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/16.35/pkg-18.67.jar,0
[ERROR] Build failed with exit code 177,1
[javac] File183.java:259: error: illegal start of type,1
[javac] File152.java:429: error: package org.unknown does not exist,1
[INFO] Finished at: 2025-04-10T06:42:55+05:30,0
[javac] File185.java:467: error: cannot find symbol,1
[INFO] Total time:  1.899 s,0
[javac] File121.java:416: error: illegal start of type,1
[javac] File337.java:199: error: cannot access class com.example.Helper,1
[javac] File233.java:827: error: illegal start of type,1
[INFO] Finished at: 2025-04-11T12:43:40+05:30,0
[ERROR] Build failed with exit code 226,1
[INFO] Finished at: 2025-04-11T17:06:25+05:30,0
[ERROR] Build failed with exit code 183,1
[javac] File42.java:147: error: cannot find symbol,1
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/14.12/pkg-1.67.jar,0
[javac] File1.java:819: error: illegal start of type,1
[INFO] Total time:  7.087 s,0
[javac] File52.java:474: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Total time:  9.191 s,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/9.59/pkg-13.17.jar,0
[INFO] Total time:  11.095 s,0
[INFO] Finished at: 2025-04-14T07:51:04+05:30,0
[javac] File467.java:415: error: illegal start of type,1
[javac] File247.java:603: error: illegal start of type,1
[INFO] Finished at: 2025-04-05T17:45:38+05:30,0
[javac] File402.java:473: error: illegal start of type,1
[javac] File302.java:603: error: illegal start of type,1
[javac] File457.java:330: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/11.80/pkg-14.97.jar,0
[INFO] Finished at: 2025-04-12T07:16:49+05:30,0
[javac] File423.java:707: error: missing return statement,1
[javac] File132.java:63: error: incompatible types: double cannot be converted to int,1
[javac] File184.java:868: error: illegal start of type,1
[INFO] Total time:  14.575 s,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/4.7/pkg-6.26.jar,0
[javac] File222.java:457: error: incompatible types: double cannot be converted to int,1
[ERROR] Build failed with exit code 255,1
[javac] File399.java:537: error: cannot access class com.example.Helper,1
[javac] File264.java:576: error: cannot find symbol,1
[INFO] Finished at: 2025-04-07T22:23:21+05:30,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/19.2/pkg-5.10.jar,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/18.89/pkg-18.97.jar,0
[javac] File188.java:209: error: unreported exception IOException must be caught or declared to be thrown,1
[ERROR] Build failed with exit code 73,1
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/5.26/pkg-6.69.jar,0
[javac] File49.java:66: error: cannot access class com.example.Helper,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/15.97/pkg-18.51.jar,0
[javac] File371.java:554: error: cannot access class com.example.Helper,1
[javac] File172.java:905: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File241.java:727: error: package org.unknown does not exist,1
[javac] File79.java:121: error: cannot find symbol,1
[INFO] Total time:  19.491 s,0
[INFO] Total time:  11.111 s,0
[ERROR] Build failed with exit code 71,1
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/9.19/pkg-18.56.jar,0
[javac] File267.java:779: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Total time:  9.625 s,0
[javac] File2.java:347: error: missing return statement,1
[javac] File175.java:531: error: package org.unknown does not exist,1
[INFO] Total time:  2.018 s,0
[javac] File425.java:822: error: cannot access class com.example.Helper,1
[javac] File427.java:923: error: incompatible types: double cannot be converted to int,1
[javac] File205.java:249: error: incompatible types: double cannot be converted to int,1
[javac] File283.java:4: error: cannot find symbol,1
[INFO] Finished at: 2025-04-16T12:41:38+05:30,0
[INFO] Total time:  9.197 s,0
[INFO] Finished at: 2025-04-04T17:41:47+05:30,0
[ERROR] Build failed with exit code 132,1
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/6.4/pkg-11.55.jar,0
[INFO] Total time:  8.254 s,0
[INFO] Total time:  10.022 s,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/18.8/pkg-15.22.jar,0
[javac] File238.java:11: error: incompatible types: double cannot be converted to int,1
[javac] File317.java:936: error: missing return statement,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/7.62/pkg-14.24.jar,0
[javac] File447.java:82: error: package org.unknown does not exist,1
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/18.21/pkg-2.52.jar,0
[javac] File492.java:603: error: cannot access class com.example.Helper,1
[javac] File489.java:866: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File242.java:654: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File54.java:684: error: incompatible types: double cannot be converted to int,1
[INFO] Finished at: 2025-04-07T13:59:01+05:30,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/13.25/pkg-15.50.jar,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/16.65/pkg-8.89.jar,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/15.99/pkg-1.37.jar,0
[javac] File131.java:938: error: cannot find symbol,1
[javac] File490.java:333: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File233.java:636: error: cannot find symbol,1
[INFO] Total time:  3.980 s,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/18.65/pkg-12.11.jar,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/4.60/pkg-13.72.jar,0
[INFO] Total time:  16.952 s,0
[javac] File231.java:842: error: cannot access class com.example.Helper,1
[javac] File227.java:86: error: cannot access class com.example.Helper,1
[INFO] Total time:  7.617 s,0
[javac] File267.java:140: error: cannot access class com.example.Helper,1
[javac] File45.java:859: error: illegal start of type,1
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/15.44/pkg-14.8.jar,0
[ERROR] Build failed with exit code 90,1
[javac] File228.java:895: error: package org.unknown does not exist,1
[INFO] Finished at: 2025-04-09T08:45:42+05:30,0
[INFO] Finished at: 2025-04-10T03:58:48+05:30,0
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/18.47/pkg-3.53.jar,0
[javac] File95.java:701: error: package org.unknown does not exist,1
[javac] File203.java:746: error: cannot access class com.example.Helper,1
[javac] File267.java:8: error: cannot access class com.example.Helper,1
[javac] File368.java:238: error: package org.unknown does not exist,1
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/7.64/pkg-1.66.jar,0
[javac] File391.java:607: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File361.java:451: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Finished at: 2025-04-13T13:15:54+05:30,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/4.91/pkg-17.79.jar,0
[javac] File167.java:95: error: cannot find symbol,1
[javac] File247.java:199: error: incompatible types: double cannot be converted to int,1
[javac] File473.java:572: error: missing return statement,1
[INFO] Total time:  4.581 s,0
[javac] File434.java:526: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Total time:  9.075 s,0
[INFO] Finished at: 2025-04-03T17:26:27+05:30,0
[javac] File48.java:494: error: missing return statement,1
[javac] File359.java:322: error: cannot find symbol,1
[javac] File294.java:292: error: cannot access class com.example.Helper,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/13.2/pkg-1.17.jar,0
[javac] File417.java:425: error: cannot access class com.example.Helper,1
[INFO] Finished at: 2025-04-11T00:21:33+05:30,0
[INFO] Total time:  6.702 s,0
[javac] File331.java:344: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File443.java:641: error: package org.unknown does not exist,1
[INFO] Total time:  6.457 s,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/13.25/pkg-5.59.jar,0
[javac] File290.java:928: error: illegal start of type,1
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/2.87/pkg-3.53.jar,0
[INFO] Total time:  18.507 s,0
[INFO] Total time:  17.980 s,0
[INFO] Total time:  3.311 s,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/16.51/pkg-20.28.jar,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/9.2/pkg-14.10.jar,0
[INFO] Total time:  12.980 s,0
[javac] File112.java:59: error: incompatible types: double cannot be converted to int,1
[INFO] Finished at: 2025-04-16T02:52:17+05:30,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/9.55/pkg-16.60.jar,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/2.59/pkg-10.49.jar,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/3.60/pkg-6.50.jar,0
[INFO] Total time:  10.927 s,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/17.96/pkg-3.68.jar,0
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/4.47/pkg-18.95.jar,0
[javac] File277.java:392: error: illegal start of type,1
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/8.59/pkg-5.97.jar,0
[INFO] Finished at: 2025-04-07T13:44:09+05:30,0
[INFO] Total time:  18.457 s,0
[javac] File85.java:644: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Finished at: 2025-04-12T17:10:18+05:30,0
[INFO] Finished at: 2025-04-07T17:32:18+05:30,0
[javac] File305.java:534: error: package org.unknown does not exist,1
[INFO] Finished at: 2025-04-17T20:32:28+05:30,0
[INFO] Finished at: 2025-04-08T13:19:20+05:30,0
[INFO] Total time:  18.039 s,0
[javac] File434.java:943: error: missing return statement,1
[javac] File177.java:583: error: incompatible types: double cannot be converted to int,1
[INFO] Total time:  7.524 s,0
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/17.89/pkg-16.0.jar,0
[INFO] Total time:  14.676 s,0
[javac] File310.java:409: error: incompatible types: double cannot be converted to int,1
[javac] File55.java:433: error: package org.unknown does not exist,1
[INFO] Finished at: 2025-04-05T17:52:49+05:30,0
[INFO] Total time:  16.075 s,0
[INFO] Total time:  15.416 s,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/17.39/pkg-13.80.jar,0
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/1.3/pkg-11.70.jar,0
[INFO] Finished at: 2025-04-02T14:33:49+05:30,0
[javac] File486.java:157: error: illegal start of type,1
[javac] File43.java:912: error: missing return statement,1
[INFO] Finished at: 2025-04-15T12:38:14+05:30,0
[INFO] Finished at: 2025-04-05T20:58:22+05:30,0
[INFO] Finished at: 2025-04-05T05:42:31+05:30,0
[ERROR] Build failed with exit code 112,1
[javac] File278.java:274: error: incompatible types: double cannot be converted to int,1
[ERROR] Build failed with exit code 217,1
[javac] File366.java:278: error: incompatible types: double cannot be converted to int,1
[INFO] Finished at: 2025-04-14T17:05:14+05:30,0
[ERROR] Build failed with exit code 54,1
[INFO] Total time:  6.799 s,0
[javac] File474.java:992: error: cannot find symbol,1
[INFO] Finished at: 2025-04-06T06:54:10+05:30,0
[INFO] Finished at: 2025-04-11T08:34:57+05:30,0
[javac] File197.java:595: error: missing return statement,1
[javac] File305.java:814: error: cannot access class com.example.Helper,1
[INFO] Downloading from plugins-release: https://repo.maven.apache.org/maven2/org/example/pkg/16.88/pkg-9.78.jar,0
[javac] File123.java:907: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/19.56/pkg-2.61.jar,0
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/12.73/pkg-20.56.jar,0
[INFO] Total time:  6.341 s,0
[ERROR] Failed to execute goal gradle-some-plugin:1.2.3:task: cannot find symbol,1
[INFO] Finished at: 2025-04-17T10:21:10+05:30,0
[javac] File295.java:257: error: cannot find symbol,1
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.1:compile: missing return statement,1
[javac] File72.java:431: error: package org.unknown does not exist,1
[javac] File170.java:573: error: illegal start of type,1
[INFO] Total time:  16.375 s,0
[javac] File96.java:848: error: unreported exception IOException must be caught or declared to be thrown,1
[ERROR] Build failed with exit code 50,1
[INFO] Total time:  11.634 s,0
[javac] File479.java:493: error: incompatible types: double cannot be converted to int,1
[INFO] Finished at: 2025-04-14T02:52:55+05:30,0
[javac] File294.java:377: error: incompatible types: double cannot be converted to int,1
[INFO] Total time:  16.778 s,0
[javac] File361.java:338: error: incompatible types: double cannot be converted to int,1
[javac] File253.java:217: error: missing return statement,1
[INFO] Downloading from releases: https://repo.maven.apache.org/maven2/org/example/pkg/11.0/pkg-15.33.jar,0
[ERROR] Build failed with exit code 106,1
[javac] File95.java:328: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Finished at: 2025-04-09T05:31:16+05:30,0
[INFO] Total time:  9.476 s,0
[INFO] Finished at: 2025-04-15T18:04:01+05:30,0
[javac] File73.java:660: error: unreported exception IOException must be caught or declared to be thrown,1
[javac] File311.java:657: error: cannot find symbol,1
[INFO] Downloading from third-party: https://repo.maven.apache.org/maven2/org/example/pkg/8.59/pkg-11.23.jar,0
[javac] File341.java:12: error: cannot access class com.example.Helper,1
[INFO] Downloading from snapshots: https://repo.maven.apache.org/maven2/org/example/pkg/8.64/pkg-14.61.jar,0
[INFO] Finished at: 2025-04-07T18:56:16+05:30,0
[javac] File145.java:47: error: unreported exception IOException must be caught or declared to be thrown,1
[INFO] Downloading from central: https://repo.maven.apache.org/maven2/org/example/pkg/10.42/pkg-15.1.jar,0
[javac] File31.java:594: error: cannot find symbol,1
[javac] File252.java:235: error: package org.unknown does not exist,1
[javac] File346.java:863: error: cannot find symbol,1
[INFO] Finished at: 2025-04-01T09:22:09+05:30,0
[ERROR] Build failed with exit code 234,1
